,bunching,ploss,qloss,reward,reward1,reward2,avg_hold,action,wait,travel,delay,AOD,distilled,teacher_variance,headway_mean54009,headway_mean54339,headway_mean54329,headway_mean54319,headway_mean54101,headway_mean66091,headway_mean66031,headway_mean66041,headway_mean66051,headway_mean66379,headway_mean66359,headway_mean62141,headway_mean62059,headway_mean62049,headway_mean62039,headway_mean62029,headway_mean62019,headway_mean70309,headway_mean70299,headway_mean70289,headway_mean70279,headway_mean70269,headway_mean71161,headway_mean71151,headway_mean71141,headway_mean71121,headway_mean71131,headway_mean71091,headway_mean72021,headway_mean72061,headway_mean72071,headway_mean84499,headway_mean84489,headway_mean84461,headway_mean84471,headway_mean84621,headway_mean84611,headway_mean84631,headway_mean84601,headway_mean75341,headway_mean75061,headway_mean76289,headway_mean76129,headway_mean76119,headway_mean76051,headway_mean75009,headway_var54009,headway_var54339,headway_var54329,headway_var54319,headway_var54101,headway_var66091,headway_var66031,headway_var66041,headway_var66051,headway_var66379,headway_var66359,headway_var62141,headway_var62059,headway_var62049,headway_var62039,headway_var62029,headway_var62019,headway_var70309,headway_var70299,headway_var70289,headway_var70279,headway_var70269,headway_var71161,headway_var71151,headway_var71141,headway_var71121,headway_var71131,headway_var71091,headway_var72021,headway_var72061,headway_var72071,headway_var84499,headway_var84489,headway_var84461,headway_var84471,headway_var84621,headway_var84611,headway_var84631,headway_var84601,headway_var75341,headway_var75061,headway_var76289,headway_var76129,headway_var76119,headway_var76051,headway_var75009
0,1002,3.176612577219119,0.9064574722072174,-1.2116443476208065,-1.1871992090530712,-0.02444513856773557,6.018362639160193,0.12222455743246295,594.129314632448,1348.9555356609967,857.4782651944693,14.642386597111308,0,0,874.551724137931,875.3793103448276,875.1379310344828,875.2758620689655,874.9655172413793,874.7068965517242,874.448275862069,874.2931034482758,874.7413793103449,874.5,874.4655172413793,874.2241379310345,874.051724137931,873.6034482758621,873.4655172413793,873.5172413793103,874.0862068965517,873.8965517241379,873.7931034482758,873.6034482758621,873.3793103448276,873.5,873.2241379310345,873.0172413793103,873.1724137931035,873.1896551724138,873.051724137931,873.4310344827586,873.1379310344828,873.1206896551724,873.0344827586207,873.1379310344828,872.9827586206897,872.7413793103449,872.6724137931035,872.0344827586207,871.8275862068965,871.7413793103449,871.9310344827586,872.0344827586207,871.7413793103449,871.3793103448276,870.8793103448276,870.9655172413793,870.8620689655172,870.8103448275862,91471.86801426871,104656.5112960761,109016.63614744351,113543.78596908442,121297.41260404281,128944.10374554104,135487.21284185495,143700.00029726516,149291.81242568366,167550.66379310345,183456.8005350773,207478.38079667062,216097.84215219974,228438.54964328182,236186.9039833531,248060.8359096314,248683.11325802622,258030.98929845425,267798.7158145066,284796.30826397147,297490.20095124847,306440.6982758621,315404.76010701543,323225.60315101076,329854.86682520807,334731.18816884665,338613.42835909623,351500.52110582637,361438.63614744355,376325.62336504157,393004.79191438766,407536.67063020216,436725.60315101076,447846.1917360286,446368.1857907253,473012.1022592153,487876.62544589775,488579.74346016656,495356.9262782402,498932.5505350773,524278.7434601665,522649.0285374555,550619.8992271106,580864.6539833532,600939.2568370987,618187.981272295
0,2388,4.860840345251149,1.030547293780864,-1.6964759329593806,-1.6540151992256895,-0.042460733733691185,11.297656707281568,0.21157936259066876,743.1915815284021,1469.8233755619126,1090.4651409889661,17.149395788073825,0,0,874.551724137931,875.9137931034483,876.5,876.5344827586207,876.7931034482758,877.6034482758621,878.5689655172414,879.2758620689655,879.7586206896551,880.4137931034483,880.9137931034483,881.8103448275862,882.3965517241379,883.1379310344828,883.7068965517242,884.0,884.4827586206897,884.8275862068965,885.8275862068965,886.0,886.7241379310345,887.2586206896551,887.9137931034483,888.6379310344828,889.4137931034483,889.8793103448276,890.1034482758621,890.7586206896551,892.0172413793103,892.5,893.2758620689655,893.5,893.7586206896551,894.448275862069,895.6206896551724,895.1551724137931,896.3275862068965,897.1206896551724,897.4655172413793,897.9655172413793,898.7931034482758,899.6034482758621,899.8103448275862,899.8103448275862,900.8103448275862,901.2068965517242,91471.86801426871,107371.97532699168,108431.97413793103,111415.49019024971,122481.78478002377,138148.82550535077,153016.5211058264,172319.95838287755,185681.25208085615,209130.1046373365,227452.9063614744,269064.9467895363,288440.7220570749,312634.98097502976,319428.8623662307,341323.7586206897,352101.1117717003,362420.2806183115,370432.2806183115,387400.8965517241,416207.9928656362,429442.8124256837,445446.3201545779,462392.95511296083,472726.69084423303,490559.3819857313,499208.6789536266,533010.7348394769,555535.4997027349,587361.7672413794,618978.6480380499,653376.8362068966,709619.6313912009,734203.316290131,754362.6492271106,815737.751783591,857004.5651010701,858592.4509512484,879968.6970868014,889487.9988109394,911425.8882282997,912673.3772294886,928669.5329964327,967522.153686088,982098.981272295,1019804.9916765754
0,1362,6.300613471831398,1.1090431353826633,-1.6968700487753277,-1.5848917850818867,-0.111978263693441,31.64381310327727,0.5575700491613332,659.2442006269592,1674.9851097178682,1213.3824451410658,12.400707581584083,0,0,874.551724137931,875.051724137931,875.1896551724138,875.4655172413793,875.4655172413793,875.6206896551724,875.8620689655172,875.9827586206897,876.5172413793103,876.8793103448276,877.7758620689655,878.7068965517242,879.6551724137931,880.551724137931,881.3793103448276,884.3103448275862,885.5172413793103,886.7068965517242,888.2068965517242,889.4655172413793,892.3965517241379,894.3103448275862,895.8965517241379,897.3793103448276,898.9827586206897,900.5,902.1724137931035,904.6896551724138,906.6034482758621,908.6896551724138,909.4827586206897,912.4827586206897,914.6551724137931,915.9827586206897,917.3275862068965,919.551724137931,921.3275862068965,922.9310344827586,924.7758620689655,926.948275862069,928.9137931034483,931.5172413793103,933.0,935.2586206896551,935.8793103448276,938.5344827586207,91471.86801426871,99540.32491082045,103919.08472057075,108447.90398335316,119705.21432818072,132869.33888228302,144184.70511296077,159717.91349583826,174740.11177170038,190757.17508917957,212066.65665873955,227040.48305588588,250907.74316290132,272937.66111771704,283298.9940546968,299552.93816884665,315663.4221165279,333573.55202140304,348195.2330558858,368180.80053507735,392328.41171224735,416197.59334126045,438294.33412604046,461570.0975029727,491493.08590963134,517258.4913793103,545757.5219976219,571707.5933412603,597363.5151605231,635366.7657550535,654710.7324613554,690669.0772889417,727347.605231867,766460.6721165278,782506.0823424496,819602.4542211653,855984.5995838286,882115.7883472057,909847.8635552913,952997.9800832344,999570.76843044,1056864.9393579073,1106425.0,1135077.0193222356,1166658.2785374552,1233802.6970868013
0,399,7.708289212193982,1.2421679858161117,-1.1998592554169603,-1.0655986388926582,-0.13426061652430168,38.310590864345244,0.6700075456925687,618.9413160910133,1697.2184481911934,1239.656981502701,15.092702295548797,0,0,874.551724137931,876.4827586206897,877.2068965517242,877.4310344827586,877.5862068965517,878.6896551724138,879.448275862069,880.6379310344828,880.8103448275862,880.7758620689655,880.8965517241379,881.2586206896551,881.9655172413793,882.1724137931035,883.2586206896551,883.3965517241379,883.8448275862069,884.5172413793103,884.7931034482758,884.8793103448276,886.3793103448276,886.8448275862069,887.2758620689655,887.8103448275862,888.0344827586207,888.9137931034483,889.1896551724138,889.6034482758621,890.3275862068965,891.5689655172414,892.5344827586207,892.8793103448276,893.4310344827586,894.6206896551724,895.5862068965517,895.7758620689655,896.448275862069,897.2758620689655,897.448275862069,897.7068965517242,898.0689655172414,898.5344827586207,898.2241379310345,898.3793103448276,898.5862068965517,899.1206896551724,91471.86801426871,107943.83590963138,106101.50891795481,105533.48662306777,107103.03567181926,113173.93816884662,122647.38525564803,133289.50683709868,140416.6709274673,150364.0014863258,163079.98929845422,188063.91587395954,207487.7229488704,219133.10820451842,229809.39863258024,242758.65309155767,247378.4069560047,254511.6290130797,264802.0606420927,278298.2785374554,293723.40784780023,297962.1655766944,308357.16527942923,314623.70541022596,324100.0677764566,330021.87187871576,337750.15368608804,353103.3427467301,368934.0133769322,379296.5211058264,399182.6281212841,412810.83026159334,434975.6935196196,443053.0975029727,454641.27705112967,488399.3807966707,486322.1093935791,478577.8549346017,486966.2473246137,503061.24167657556,510568.0642092747,536029.0419143876,553746.4152794292,578575.890606421,594706.1736028538,638798.9681926278
0,1438,9.106707641448098,1.399377060775784,-1.5099963307355113,-1.353179364211269,-0.15681696652424207,44.63519577392598,0.7789982662165726,681.2720321017565,1786.672395517868,1408.8220018170805,15.919866224604766,0,0,874.551724137931,875.448275862069,874.9655172413793,874.2931034482758,873.4827586206897,872.1551724137931,871.2413793103449,870.4310344827586,870.6034482758621,869.3965517241379,869.2068965517242,868.3965517241379,868.1379310344828,867.2068965517242,867.8448275862069,867.4827586206897,867.2068965517242,867.1206896551724,866.8620689655172,866.9827586206897,866.1724137931035,866.448275862069,866.4137931034483,866.1379310344828,866.1034482758621,866.1724137931035,866.1724137931035,865.1206896551724,864.8448275862069,864.6551724137931,864.2931034482758,863.6379310344828,862.3448275862069,862.4137931034483,862.3793103448276,861.5,861.1206896551724,861.4827586206897,861.3793103448276,860.948275862069,860.9655172413793,860.2241379310345,860.5689655172414,859.551724137931,860.7413793103449,861.2413793103449,91471.86801426871,111757.97146254458,114322.20570749107,112991.17271105827,122390.11177170035,140842.8207491082,155803.28656361473,168652.10731272298,180584.20481569562,193793.0668846611,201986.0261593341,220112.72205707492,233386.46373365042,249553.1640903686,263963.26902497024,272095.14625445893,290915.9227110582,301056.6923305589,318778.70511296083,338260.6031510107,363176.17717003566,374259.2473246135,396753.20808561245,401785.9120095125,413144.81688466115,428425.0737217598,425989.2461355529,438348.45095124847,456337.9931629014,460597.4328180737,474155.41409036866,483975.9895957194,494299.1224732461,514963.3115338882,516322.6492271106,529158.25,544907.8992271107,553739.4565992866,547669.9595719381,564462.1524970274,582666.8953626635,585844.7256242569,587011.9348989299,616137.1783590962,629877.0193222354,669450.8382877526
0,379,10.6191847050327,1.5970191119731159,-1.2155567101486144,-1.0895324438574188,-0.12602426629119573,35.61166190898729,0.6257740339474677,585.6763285024155,1629.945542380325,1147.5873956960913,12.993352971589015,0,0,874.551724137931,875.6551724137931,875.9137931034483,875.8965517241379,876.1724137931035,876.4827586206897,876.3103448275862,876.6551724137931,876.8275862068965,876.5862068965517,876.448275862069,876.7068965517242,876.5344827586207,876.7931034482758,877.0862068965517,877.2413793103449,877.448275862069,877.3793103448276,877.3103448275862,877.3620689655172,877.3448275862069,877.7413793103449,877.7241379310345,878.2241379310345,878.5,878.9655172413793,878.948275862069,878.8620689655172,879.0344827586207,879.5344827586207,880.0344827586207,880.2586206896551,881.8965517241379,882.4137931034483,883.6379310344828,884.0689655172414,885.1551724137931,886.0689655172414,887.5,887.9137931034483,888.5172413793103,889.4827586206897,889.3965517241379,889.9655172413793,890.9310344827586,891.8620689655172,91471.86801426871,107094.50178359097,109400.63049940548,108264.19619500595,112209.2116527943,117703.80142687276,124918.83472057073,132862.53626634958,136371.45303210465,143743.38049940547,152057.1438763377,168107.68995243756,175311.07639714627,186633.5089179548,190409.38912009512,205504.11414982166,211114.6266349584,231614.89060642093,239066.38644470865,250203.78269916767,263074.3983353151,269025.6744946492,277038.9239001189,290524.4497621879,303985.6293103448,314407.9298454221,322515.35939357907,341320.36028537457,358743.8953626635,371337.0763971463,390903.96432818077,403478.81242568366,413826.920332937,424872.0701545779,424963.5413198573,448013.20214030915,450271.751783591,453551.96076099883,456796.3189655172,470915.04429250886,488901.87039239006,504638.0083234244,531199.5496432818,559794.757431629,571753.6159334127,611430.8775267539
0,161,12.032154724515719,1.8416506201028824,-1.0415204208986006,-0.8923493716451901,-0.14917104925341046,42.3301119640319,0.738125373962896,808.5186811701913,1716.3291669481791,1473.163164651037,13.47601576774346,0,0,874.551724137931,874.6551724137931,873.9827586206897,873.2413793103449,872.0,870.4655172413793,869.5862068965517,868.6379310344828,868.051724137931,866.448275862069,865.8275862068965,864.9310344827586,864.1379310344828,863.1206896551724,863.0862068965517,862.3103448275862,861.8793103448276,861.4310344827586,861.2758620689655,860.4310344827586,859.3793103448276,858.7241379310345,858.3275862068965,857.8275862068965,857.6724137931035,857.5862068965517,857.7413793103449,856.5,856.2241379310345,855.1724137931035,854.6551724137931,853.7413793103449,852.1379310344828,851.7241379310345,851.2241379310345,850.4827586206897,849.8103448275862,849.8620689655172,849.3965517241379,848.7068965517242,848.0,847.0689655172414,845.3275862068965,844.2586206896551,843.8448275862069,843.1379310344828,91471.86801426871,108968.6741973841,109602.18935790726,109545.25208085611,108697.41379310345,112151.8350178359,120083.27705112963,122809.36890606422,123069.46284185491,129746.69560047564,134962.2461355529,154102.78834720573,162947.18787158147,175261.4164684899,175074.14774078477,184179.17954815697,189861.51991676577,205306.93489892987,211778.23424494648,222538.45214030915,231351.26991676574,236614.0273483948,244488.77199762192,254084.69441141497,252743.66854934604,258343.65636147445,266043.3641498217,267278.4568965517,277835.0704518431,283208.1082045184,290699.1224732461,291759.0882877527,307784.774078478,305555.8204518431,312897.7601070155,323279.69797859696,323123.46403091564,314473.98097502976,316259.4117122473,317264.2071938169,317993.5862068966,317354.78834720573,323340.6340665874,336084.2607015458,345688.9586801427,368498.1533888228
0,333,13.398925161909782,1.7055690723589096,-1.0604286588301428,-0.9258583959192352,-0.13457026291090743,38.067385729892735,0.6658236335264847,595.6416159477816,1640.703096057158,1205.2534180118198,12.771717313608102,0,0,874.551724137931,876.2413793103449,876.3793103448276,876.1034482758621,876.5862068965517,877.551724137931,878.3620689655172,879.1551724137931,879.2586206896551,879.7068965517242,879.7586206896551,880.2413793103449,881.0,881.051724137931,881.6724137931035,882.5862068965517,882.7068965517242,883.2586206896551,884.0689655172414,884.2586206896551,885.3793103448276,885.7068965517242,885.9137931034483,886.4310344827586,886.8448275862069,887.8793103448276,888.8448275862069,889.4655172413793,890.1724137931035,890.5344827586207,890.4827586206897,891.1724137931035,891.1206896551724,891.5344827586207,891.8448275862069,891.5,891.6206896551724,892.2758620689655,893.1206896551724,893.551724137931,893.8275862068965,894.6034482758621,894.0862068965517,894.2241379310345,894.7413793103449,895.3793103448276,91471.86801426871,105979.04518430438,102988.61474435197,102900.40309155766,102773.65636147444,104946.0059453032,111768.3689060642,116642.68281807374,125762.7779429251,136363.4485731272,145224.25208085612,160555.32104637337,172033.10344827586,182483.84215219977,191024.90992865636,203612.51843044,210435.58650416174,218987.0882877527,220889.5124851367,229939.881391201,239585.16646848992,249703.8968489893,253598.8029131986,269852.831450654,278492.5104042806,286970.0716409037,295522.0966111771,310553.4557074911,328794.00475624256,339345.4557074911,356111.83590963134,373549.8668252081,398958.83026159334,410078.5936385256,423923.6483353151,441905.0086206897,458697.37336504157,467307.02734839474,479666.62336504157,493616.6266349583,518591.7288941736,543332.6530915577,573520.3891200952,600904.8290725327,624258.3986325802,666044.8216409038
0,335,14.62963160153093,2.1104655342883074,-1.129453102855808,-0.9961023961687449,-0.13335070668706328,37.728099592894544,0.6599181519426631,660.0901514602507,1656.901442133488,1264.4618450612363,14.445505167086228,0,0,874.551724137931,876.7068965517242,876.9310344827586,876.9827586206897,877.0172413793103,877.6379310344828,877.7931034482758,878.0,878.5344827586207,878.1206896551724,878.551724137931,878.7068965517242,879.1034482758621,879.1034482758621,879.6551724137931,880.2068965517242,880.6724137931035,881.3275862068965,881.5862068965517,881.8965517241379,882.7068965517242,883.1206896551724,883.1896551724138,883.5172413793103,883.948275862069,884.2241379310345,885.051724137931,885.3793103448276,885.5344827586207,885.6551724137931,886.1379310344828,886.4827586206897,886.5689655172414,887.3965517241379,887.5,887.6724137931035,887.7758620689655,887.8448275862069,888.1206896551724,888.2758620689655,888.3103448275862,888.4827586206897,888.1551724137931,888.051724137931,888.2241379310345,888.9310344827586,91471.86801426871,111128.62098692032,113867.99524375744,119398.12039239002,125467.81004756244,135271.95511296074,140969.92271105826,146591.44827586206,152125.4557074911,159167.7612960761,168337.90249702733,187144.34512485133,191022.8858501784,203068.50653983353,202210.70868014265,213571.0261593341,215720.6340665874,224202.668549346,222900.55291319857,230118.81688466112,244666.13822829965,250569.69233055887,255861.77437574315,269047.8014268728,275096.5318073722,286619.58769322233,292657.56629013084,312051.2354340071,323209.6626040428,344880.2604042806,345393.1189060642,356797.6979785969,368507.0728299643,369754.54964328185,375110.3879310345,384408.8409631391,391613.2773483948,393242.5104042807,394217.83026159334,393897.51010701543,400833.0760998811,416167.9393579073,426548.44143876334,450246.0490487514,464376.00148632587,494122.75386444706
0,430,16.041490061529753,2.130567265653062,-0.9269254628534822,-0.8216741243346727,-0.10525133851880956,29.419157004943376,0.5203228295722154,554.0866775421425,1552.0572050027188,1038.9908646003262,11.930224760752347,0,0,874.551724137931,874.3448275862069,873.6206896551724,873.1034482758621,872.1551724137931,871.1379310344828,870.4310344827586,869.8965517241379,869.0862068965517,867.948275862069,867.3965517241379,866.7068965517242,866.051724137931,865.2413793103449,864.8620689655172,864.0,864.1551724137931,863.5689655172414,863.3103448275862,862.6034482758621,862.0862068965517,861.7241379310345,861.3793103448276,860.9827586206897,860.4655172413793,860.2931034482758,860.5,859.4137931034483,858.5689655172414,857.8275862068965,857.4310344827586,856.6206896551724,855.3793103448276,854.6034482758621,853.8620689655172,852.9310344827586,852.2413793103449,852.2413793103449,851.9827586206897,851.551724137931,851.3275862068965,850.1034482758621,849.2758620689655,848.1896551724138,847.948275862069,847.6551724137931,91471.86801426871,96592.05350772892,89310.54577883471,86845.5755053508,86068.9931629013,89871.87752675387,100832.62455410225,107178.78240190248,118550.97532699167,128914.84215219975,137742.06688466112,147684.20719381692,157070.25594530322,166092.59690844233,175216.6016646849,184234.3103448276,195749.54488703926,198740.93489892985,202586.76575505352,213417.06688466112,224609.97532699173,235557.78596908442,236937.338882283,246924.5686682521,256311.31777645665,264477.8968489893,273120.0086206897,291024.9322235434,295332.3142092746,304355.3495838288,309008.76248513674,325101.85612366226,346210.61474435206,354829.8599881094,357397.049940547,377029.305588585,388299.8382877527,383368.87277051125,389885.9479785969,400050.2473246135,417154.49613555294,437236.3341260404,464576.68252080854,491550.53299643286,514825.014565993,543296.1224732461
